1736458893.395820 server started (3409348): version 3.4, socket /tmp/tmux-208764/default, protocol 8
1736458893.395843 on Linux 6.8.0-47-generic #47-Ubuntu SMP PREEMPT_DYNAMIC Fri Sep 27 21:40:26 UTC 2024
1736458893.395850 using libevent 2.1.12-stable poll
1736458893.395853 using ncurses 6.4 20240113
1736458893.463263 tty_clear_line: /dev/pts/0, 204 at 0,33
1736458893.463265 /dev/pts/0: \r
1736458893.463267 /dev/pts/0: \n
1736458893.463269 /dev/pts/0: \033[K
1736458893.463272 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,34 at 0,34, width 204
1736458893.463275 tty_draw_line: px=0 py=34 nx=204 atx=0 aty=34
1736458893.463277 tty_draw_line: defaults: fg=8, bg=8
1736458893.463280 tty_draw_line: 204 to end of line (0 cleared)
1736458893.463282 tty_clear_line: /dev/pts/0, 204 at 0,34
1736458893.463284 /dev/pts/0: \r
1736458893.463286 /dev/pts/0: \n
1736458893.463289 /dev/pts/0: \033[K
1736458893.463291 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,35 at 0,35, width 204
1736458893.463294 tty_draw_line: px=0 py=35 nx=204 atx=0 aty=35
1736458893.463296 tty_draw_line: defaults: fg=8, bg=8
1736458893.463299 tty_draw_line: 204 to end of line (0 cleared)
1736458893.463301 tty_clear_line: /dev/pts/0, 204 at 0,35
1736458893.463304 /dev/pts/0: \r
1736458893.463306 /dev/pts/0: \n
1736458893.463308 /dev/pts/0: \033[K
1736458893.463311 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,36 at 0,36, width 204
1736458893.463313 tty_draw_line: px=0 py=36 nx=204 atx=0 aty=36
1736458893.463316 tty_draw_line: defaults: fg=8, bg=8
1736458893.463318 tty_draw_line: 204 to end of line (0 cleared)
1736458893.463321 tty_clear_line: /dev/pts/0, 204 at 0,36
1736458893.463323 /dev/pts/0: \r
1736458893.463325 /dev/pts/0: \n
1736458893.463327 /dev/pts/0: \033[K
1736458893.463330 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,37 at 0,37, width 204
1736458893.463333 tty_draw_line: px=0 py=37 nx=204 atx=0 aty=37
1736458893.463335 tty_draw_line: defaults: fg=8, bg=8
1736458893.463337 tty_draw_line: 204 to end of line (0 cleared)
1736458893.463340 tty_clear_line: /dev/pts/0, 204 at 0,37
1736458893.463342 /dev/pts/0: \r
1736458893.463344 /dev/pts/0: \n
1736458893.463346 /dev/pts/0: \033[K
1736458893.463349 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,38 at 0,38, width 204
1736458893.463352 tty_draw_line: px=0 py=38 nx=204 atx=0 aty=38
1736458893.463354 tty_draw_line: defaults: fg=8, bg=8
1736458893.463357 tty_draw_line: 204 to end of line (0 cleared)
1736458893.463359 tty_clear_line: /dev/pts/0, 204 at 0,38
1736458893.463361 /dev/pts/0: \r
1736458893.463363 /dev/pts/0: \n
1736458893.463365 /dev/pts/0: \033[K
1736458893.463368 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,39 at 0,39, width 204
1736458893.463371 tty_draw_line: px=0 py=39 nx=204 atx=0 aty=39
1736458893.463373 tty_draw_line: defaults: fg=8, bg=8
1736458893.463376 tty_draw_line: 204 to end of line (0 cleared)
1736458893.463378 tty_clear_line: /dev/pts/0, 204 at 0,39
1736458893.463380 /dev/pts/0: \r
1736458893.463383 /dev/pts/0: \n
1736458893.463385 /dev/pts/0: \033[K
1736458893.463388 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,40 at 0,40, width 204
1736458893.463390 tty_draw_line: px=0 py=40 nx=204 atx=0 aty=40
1736458893.463393 tty_draw_line: defaults: fg=8, bg=8
1736458893.463395 tty_draw_line: 204 to end of line (0 cleared)
1736458893.463397 tty_clear_line: /dev/pts/0, 204 at 0,40
1736458893.463400 /dev/pts/0: \r
1736458893.463402 /dev/pts/0: \n
1736458893.463404 /dev/pts/0: \033[K
1736458893.463407 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,41 at 0,41, width 204
1736458893.463409 tty_draw_line: px=0 py=41 nx=204 atx=0 aty=41
1736458893.463412 tty_draw_line: defaults: fg=8, bg=8
1736458893.463414 tty_draw_line: 204 to end of line (0 cleared)
1736458893.463417 tty_clear_line: /dev/pts/0, 204 at 0,41
1736458893.463419 /dev/pts/0: \r
1736458893.463429 /dev/pts/0: \n
1736458893.463431 /dev/pts/0: \033[K
1736458893.463433 /dev/pts/0: redrawing status
1736458893.463436 screen_redraw_draw_status: /dev/pts/0 @0
1736458893.463439 tty_draw_line: px=0 py=0 nx=4294967295 atx=0 aty=42
1736458893.463441 tty_draw_line: defaults: fg=8, bg=8
1736458893.463444 utf8_to_data: 4100005b -> (1 1 [)
1736458893.463447 utf8_to_data: 41000030 -> (1 1 0)
1736458893.463449 utf8_to_data: 4100005d -> (1 1 ])
1736458893.463452 utf8_to_data: 41000020 -> (1 1  )
1736458893.463454 utf8_to_data: 41000030 -> (1 1 0)
1736458893.463456 utf8_to_data: 4100003a -> (1 1 :)
1736458893.463459 utf8_to_data: 41000062 -> (1 1 b)
1736458893.463461 utf8_to_data: 41000061 -> (1 1 a)
1736458893.463464 utf8_to_data: 41000073 -> (1 1 s)
1736458893.463466 utf8_to_data: 41000068 -> (1 1 h)
1736458893.463468 utf8_to_data: 4100002a -> (1 1 *)
1736458893.463471 utf8_to_data: 41000020 -> (1 1  )
1736458893.463473 utf8_to_data: 41000020 -> (1 1  )
1736458893.463476 utf8_to_data: 41000020 -> (1 1  )
1736458893.463478 utf8_to_data: 41000020 -> (1 1  )
1736458893.463480 utf8_to_data: 41000020 -> (1 1  )
1736458893.463483 utf8_to_data: 41000020 -> (1 1  )
1736458893.463485 utf8_to_data: 41000020 -> (1 1  )
1736458893.463487 utf8_to_data: 41000020 -> (1 1  )
1736458893.463490 utf8_to_data: 41000020 -> (1 1  )
1736458893.463492 utf8_to_data: 41000020 -> (1 1  )
1736458893.463495 utf8_to_data: 41000020 -> (1 1  )
1736458893.463497 utf8_to_data: 41000020 -> (1 1  )
1736458893.463499 utf8_to_data: 41000020 -> (1 1  )
1736458893.463502 utf8_to_data: 41000020 -> (1 1  )
1736458893.463504 utf8_to_data: 41000020 -> (1 1  )
1736458893.463507 utf8_to_data: 41000020 -> (1 1  )
1736458893.463509 utf8_to_data: 41000020 -> (1 1  )
1736458893.463511 utf8_to_data: 41000020 -> (1 1  )
1736458893.463514 utf8_to_data: 41000020 -> (1 1  )
1736458893.463516 utf8_to_data: 41000020 -> (1 1  )
1736458893.463519 utf8_to_data: 41000020 -> (1 1  )
1736458893.463521 utf8_to_data: 41000020 -> (1 1  )
1736458893.463524 utf8_to_data: 41000020 -> (1 1  )
1736458893.463526 utf8_to_data: 41000020 -> (1 1  )
1736458893.463529 utf8_to_data: 41000020 -> (1 1  )
1736458893.463531 utf8_to_data: 41000020 -> (1 1  )
1736458893.463533 utf8_to_data: 41000020 -> (1 1  )
1736458893.463536 utf8_to_data: 41000020 -> (1 1  )
1736458893.463538 utf8_to_data: 41000020 -> (1 1  )
1736458893.463541 utf8_to_data: 41000020 -> (1 1  )
1736458893.463543 utf8_to_data: 41000020 -> (1 1  )
1736458893.463546 utf8_to_data: 41000020 -> (1 1  )
1736458893.463548 utf8_to_data: 41000020 -> (1 1  )
1736458893.463551 utf8_to_data: 41000020 -> (1 1  )
1736458893.463553 utf8_to_data: 41000020 -> (1 1  )
1736458893.463555 utf8_to_data: 41000020 -> (1 1  )
1736458893.463558 utf8_to_data: 41000020 -> (1 1  )
1736458893.463560 utf8_to_data: 41000020 -> (1 1  )
1736458893.463563 utf8_to_data: 41000020 -> (1 1  )
1736458893.463565 utf8_to_data: 41000020 -> (1 1  )
1736458893.463568 utf8_to_data: 41000020 -> (1 1  )
1736458893.463570 utf8_to_data: 41000020 -> (1 1  )
1736458893.463573 utf8_to_data: 41000020 -> (1 1  )
1736458893.463575 utf8_to_data: 41000020 -> (1 1  )
1736458893.463578 utf8_to_data: 41000020 -> (1 1  )
1736458893.463580 utf8_to_data: 41000020 -> (1 1  )
1736458893.463582 utf8_to_data: 41000020 -> (1 1  )
1736458893.463585 utf8_to_data: 41000020 -> (1 1  )
1736458893.463587 utf8_to_data: 41000020 -> (1 1  )
1736458893.463590 utf8_to_data: 41000020 -> (1 1  )
1736458893.463592 utf8_to_data: 41000020 -> (1 1  )
1736458893.463595 utf8_to_data: 41000020 -> (1 1  )
1736458893.463597 utf8_to_data: 41000020 -> (1 1  )
1736458893.463600 utf8_to_data: 41000020 -> (1 1  )
1736458893.463602 utf8_to_data: 41000020 -> (1 1  )
1736458893.463605 utf8_to_data: 41000020 -> (1 1  )
1736458893.463607 utf8_to_data: 41000020 -> (1 1  )
1736458893.463609 utf8_to_data: 41000020 -> (1 1  )
1736458893.463612 utf8_to_data: 41000020 -> (1 1  )
1736458893.463614 utf8_to_data: 41000020 -> (1 1  )
1736458893.463617 utf8_to_data: 41000020 -> (1 1  )
1736458893.463619 utf8_to_data: 41000020 -> (1 1  )
1736458893.463625 utf8_to_data: 41000020 -> (1 1  )
1736458893.463627 utf8_to_data: 41000020 -> (1 1  )
1736458893.463630 utf8_to_data: 41000020 -> (1 1  )
1736458893.463632 utf8_to_data: 41000020 -> (1 1  )
1736458893.463634 utf8_to_data: 41000020 -> (1 1  )
1736458893.463637 utf8_to_data: 41000020 -> (1 1  )
1736458893.463639 utf8_to_data: 41000020 -> (1 1  )
1736458893.463642 utf8_to_data: 41000020 -> (1 1  )
1736458893.463644 utf8_to_data: 41000020 -> (1 1  )
1736458893.463647 utf8_to_data: 41000020 -> (1 1  )
1736458893.463649 utf8_to_data: 41000020 -> (1 1  )
1736458893.463651 utf8_to_data: 41000020 -> (1 1  )
1736458893.463654 utf8_to_data: 41000020 -> (1 1  )
1736458893.463656 utf8_to_data: 41000020 -> (1 1  )
1736458893.463659 utf8_to_data: 41000020 -> (1 1  )
1736458893.463661 utf8_to_data: 41000020 -> (1 1  )
1736458893.463663 utf8_to_data: 41000020 -> (1 1  )
1736458893.463666 utf8_to_data: 41000020 -> (1 1  )
1736458893.463668 utf8_to_data: 41000020 -> (1 1  )
1736458893.463671 utf8_to_data: 41000020 -> (1 1  )
1736458893.463673 utf8_to_data: 41000020 -> (1 1  )
1736458893.463676 utf8_to_data: 41000020 -> (1 1  )
1736458893.463678 utf8_to_data: 41000020 -> (1 1  )
1736458893.463680 utf8_to_data: 41000020 -> (1 1  )
1736458893.463683 utf8_to_data: 41000020 -> (1 1  )
1736458893.463685 utf8_to_data: 41000020 -> (1 1  )
1736458893.463688 utf8_to_data: 41000020 -> (1 1  )
1736458893.463690 utf8_to_data: 41000020 -> (1 1  )
1736458893.463692 utf8_to_data: 41000020 -> (1 1  )
1736458893.463695 utf8_to_data: 41000020 -> (1 1  )
1736458893.463697 utf8_to_data: 41000020 -> (1 1  )
1736458893.463700 utf8_to_data: 41000020 -> (1 1  )
1736458893.463702 utf8_to_data: 41000020 -> (1 1  )
1736458893.463704 utf8_to_data: 41000020 -> (1 1  )
1736458893.463707 utf8_to_data: 41000020 -> (1 1  )
1736458893.463709 utf8_to_data: 41000020 -> (1 1  )
1736458893.463712 utf8_to_data: 41000020 -> (1 1  )
1736458893.463714 utf8_to_data: 41000020 -> (1 1  )
1736458893.463716 utf8_to_data: 41000020 -> (1 1  )
1736458893.463719 utf8_to_data: 41000020 -> (1 1  )
1736458893.463721 utf8_to_data: 41000020 -> (1 1  )
1736458893.463724 utf8_to_data: 41000020 -> (1 1  )
1736458893.463726 utf8_to_data: 41000020 -> (1 1  )
1736458893.463729 utf8_to_data: 41000020 -> (1 1  )
1736458893.463731 utf8_to_data: 41000020 -> (1 1  )
1736458893.463733 utf8_to_data: 41000020 -> (1 1  )
1736458893.463736 utf8_to_data: 41000020 -> (1 1  )
1736458893.463738 utf8_to_data: 41000020 -> (1 1  )
1736458893.463741 utf8_to_data: 41000020 -> (1 1  )
1736458893.463743 utf8_to_data: 41000020 -> (1 1  )
1736458893.463746 utf8_to_data: 41000020 -> (1 1  )
1736458893.463748 utf8_to_data: 41000020 -> (1 1  )
1736458893.463750 utf8_to_data: 41000020 -> (1 1  )
1736458893.463753 utf8_to_data: 41000020 -> (1 1  )
1736458893.463755 utf8_to_data: 41000020 -> (1 1  )
1736458893.463758 utf8_to_data: 41000020 -> (1 1  )
1736458893.463760 utf8_to_data: 41000020 -> (1 1  )
1736458893.463763 utf8_to_data: 41000020 -> (1 1  )
1736458893.463765 utf8_to_data: 41000020 -> (1 1  )
1736458893.463768 utf8_to_data: 41000020 -> (1 1  )
1736458893.463770 utf8_to_data: 41000020 -> (1 1  )
1736458893.463772 utf8_to_data: 41000020 -> (1 1  )
1736458893.463775 utf8_to_data: 41000020 -> (1 1  )
1736458893.463777 utf8_to_data: 41000020 -> (1 1  )
1736458893.463780 utf8_to_data: 41000020 -> (1 1  )
1736458893.463782 utf8_to_data: 41000020 -> (1 1  )
1736458893.463785 utf8_to_data: 41000020 -> (1 1  )
1736458893.463787 utf8_to_data: 41000020 -> (1 1  )
1736458893.463789 utf8_to_data: 41000020 -> (1 1  )
1736458893.463792 utf8_to_data: 41000020 -> (1 1  )
1736458893.463794 utf8_to_data: 41000020 -> (1 1  )
1736458893.463797 utf8_to_data: 41000020 -> (1 1  )
1736458893.463799 utf8_to_data: 41000020 -> (1 1  )
1736458893.463801 utf8_to_data: 41000020 -> (1 1  )
1736458893.463804 utf8_to_data: 41000020 -> (1 1  )
1736458893.463806 utf8_to_data: 41000020 -> (1 1  )
1736458893.463809 utf8_to_data: 41000020 -> (1 1  )
1736458893.463811 utf8_to_data: 41000020 -> (1 1  )
1736458893.463814 utf8_to_data: 41000020 -> (1 1  )
1736458893.463819 utf8_to_data: 41000020 -> (1 1  )
1736458893.463821 utf8_to_data: 41000020 -> (1 1  )
1736458893.463824 utf8_to_data: 41000020 -> (1 1  )
1736458893.463826 utf8_to_data: 41000020 -> (1 1  )
1736458893.463828 utf8_to_data: 41000020 -> (1 1  )
1736458893.463831 utf8_to_data: 41000020 -> (1 1  )
1736458893.463833 utf8_to_data: 41000020 -> (1 1  )
1736458893.463836 utf8_to_data: 41000020 -> (1 1  )
1736458893.463838 utf8_to_data: 41000020 -> (1 1  )
1736458893.463840 utf8_to_data: 41000020 -> (1 1  )
1736458893.463843 utf8_to_data: 41000020 -> (1 1  )
1736458893.463845 utf8_to_data: 41000020 -> (1 1  )
1736458893.463848 utf8_to_data: 41000020 -> (1 1  )
1736458893.463850 utf8_to_data: 41000020 -> (1 1  )
1736458893.463852 utf8_to_data: 41000020 -> (1 1  )
1736458893.463855 utf8_to_data: 41000020 -> (1 1  )
1736458893.463857 utf8_to_data: 41000020 -> (1 1  )
1736458893.463860 utf8_to_data: 41000020 -> (1 1  )
1736458893.463862 utf8_to_data: 41000020 -> (1 1  )
1736458893.463864 utf8_to_data: 41000022 -> (1 1 ")
1736458893.463867 utf8_to_data: 41000073 -> (1 1 s)
1736458893.463869 utf8_to_data: 41000063 -> (1 1 c)
1736458893.463872 utf8_to_data: 41000063 -> (1 1 c)
1736458893.463874 utf8_to_data: 4100002d -> (1 1 -)
1736458893.463877 utf8_to_data: 41000033 -> (1 1 3)
1736458893.463879 utf8_to_data: 41000030 -> (1 1 0)
1736458893.463881 utf8_to_data: 41000030 -> (1 1 0)
1736458893.463884 utf8_to_data: 4100002d -> (1 1 -)
1736458893.463886 utf8_to_data: 41000032 -> (1 1 2)
1736458893.463889 utf8_to_data: 41000034 -> (1 1 4)
1736458893.463891 utf8_to_data: 4100002d -> (1 1 -)
1736458893.463894 utf8_to_data: 41000077 -> (1 1 w)
1736458893.463896 utf8_to_data: 41000061 -> (1 1 a)
1736458893.463898 utf8_to_data: 4100006b -> (1 1 k)
1736458893.463901 utf8_to_data: 41000065 -> (1 1 e)
1736458893.463916 utf8_to_data: 41000022 -> (1 1 ")
1736458893.463921 utf8_to_data: 41000020 -> (1 1  )
1736458893.463923 utf8_to_data: 41000032 -> (1 1 2)
1736458893.463926 utf8_to_data: 41000031 -> (1 1 1)
1736458893.463928 utf8_to_data: 4100003a -> (1 1 :)
1736458893.463931 utf8_to_data: 41000034 -> (1 1 4)
1736458893.463933 utf8_to_data: 41000031 -> (1 1 1)
1736458893.463936 utf8_to_data: 41000020 -> (1 1  )
1736458893.463938 utf8_to_data: 41000030 -> (1 1 0)
1736458893.463941 utf8_to_data: 41000039 -> (1 1 9)
1736458893.463943 utf8_to_data: 4100002d -> (1 1 -)
1736458893.463946 utf8_to_data: 4100004a -> (1 1 J)
1736458893.463948 utf8_to_data: 41000061 -> (1 1 a)
1736458893.463950 utf8_to_data: 4100006e -> (1 1 n)
1736458893.463953 utf8_to_data: 4100002d -> (1 1 -)
1736458893.463955 utf8_to_data: 41000032 -> (1 1 2)
1736458893.463958 utf8_to_data: 41000035 -> (1 1 5)
1736458893.463962 /dev/pts/0: \033[30m
1736458893.463965 /dev/pts/0: \033[42m
1736458893.463968 /dev/pts/0: \r
1736458893.463970 /dev/pts/0: \n
1736458893.463974 /dev/pts/0: [0] 0:bash*                                                                                                                                                                "scc-300-24-wake" 21:41 09-Jan-25
1736458893.463977 /dev/pts/0: \033(B\033[m
1736458893.463980 /dev/pts/0: \033[?12l\033[?25h
1736458893.463982 /dev/pts/0: current mode WRAP
1736458893.463985 /dev/pts/0: setting mode CURSOR,WRAP
1736458893.463987 /dev/pts/0: redraw added 448 bytes
1736458893.463990 server_client_reset_state: client /dev/pts/0 mode CURSOR,WRAP
1736458893.463993 server_client_reset_state: cursor to 0,0
1736458893.463996 /dev/pts/0: \033[1;1H
1736458893.463999 server_client_check_pane_buffer: pane %0 is on
1736458893.464002 @0 active pane not changed
1736458893.464027 /dev/pts/0: wrote 454 bytes (of 454)
1736458893.464030 /dev/pts/0: waiting for redraw, 0 bytes left
1736458893.464032 redraw timer fired
1736458893.464035 cmdq_next <global>: empty
1736458893.464038 cmdq_next </dev/pts/0>: empty
1736458893.464041 server_client_reset_state: client /dev/pts/0 mode CURSOR,WRAP
1736458893.464043 server_client_reset_state: cursor to 0,0
1736458893.464046 server_client_check_pane_buffer: pane %0 is on
1736458893.464049 @0 active pane not changed
1736458893.467755 /dev/pts/0: read 73 bytes (already 0)
1736458893.467763 /dev/pts/0: keys are 73 (\033[?65;1;9c\033[>65;6800;1c\033]10;rgb:ffff/ffff/ffff\033\\\033]11;rgb:3030/0a0a/2424\033\\)
1736458893.467767 /dev/pts/0: DA feature: 1
1736458893.467770 /dev/pts/0: DA feature: 9
1736458893.467773 /dev/pts/0: received primary DA \033[?65;1;9c
1736458893.467777 applying terminal features: bpaste,ccolour,clipboard,cstyle,focus,title
1736458893.467781 /dev/pts/0: \033[?7727h
1736458893.467784 /dev/pts/0: \033(B\033[m
1736458893.467786 /dev/pts/0: \033[?12l\033[?25h
1736458893.467789 /dev/pts/0: current mode ALL
1736458893.467791 /dev/pts/0: setting mode CURSOR
1736458893.467794 /dev/pts/0: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1736458893.467797 /dev/pts/0: \033[1;1H
1736458893.467800 /dev/pts/0: \033[1;43r
1736458893.467803 /dev/pts/0: complete key \033[?65;1;9c 0xfe000000000
1736458893.467807 /dev/pts/0: keys are 63 (\033[>65;6800;1c\033]10;rgb:ffff/ffff/ffff\033\\\033]11;rgb:3030/0a0a/2424\033\\)
1736458893.467810 /dev/pts/0: received secondary DA \033[>65;6800;1c
1736458893.467813 applying terminal features: bpaste,ccolour,clipboard,cstyle,focus,title
1736458893.467816 /dev/pts/0: \033[?7727h
1736458893.467818 /dev/pts/0: \033(B\033[m
1736458893.467821 /dev/pts/0: \033[?12l\033[?25h
1736458893.467823 /dev/pts/0: current mode ALL
1736458893.467825 /dev/pts/0: setting mode CURSOR
1736458893.467828 /dev/pts/0: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1736458893.467831 /dev/pts/0: \033[1;1H
1736458893.467833 /dev/pts/0: \033[1;43r
1736458893.467836 /dev/pts/0: complete key \033[>65;6800;1c 0xfe000000000
1736458893.467839 /dev/pts/0: keys are 50 (\033]10;rgb:ffff/ffff/ffff\033\\\033]11;rgb:3030/0a0a/2424\033\\)
1736458893.467852 colour_parseX11: rgb:ffff/ffff/ffff = #ffffff
1736458893.467855 /dev/pts/0: foreground is #ffffff
1736458893.467858 /dev/pts/0: complete key \033]10;rgb:ffff/ffff/ffff\033\\ 0xfe000000000
1736458893.467861 /dev/pts/0: keys are 25 (\033]11;rgb:3030/0a0a/2424\033\\)
1736458893.467864 colour_parseX11: rgb:3030/0a0a/2424 = #300a24
1736458893.467867 /dev/pts/0: background is #300a24
1736458893.467870 /dev/pts/0: complete key \033]11;rgb:3030/0a0a/2424\033\\ 0xfe000000000
1736458893.467873 cmdq_next <global>: empty
1736458893.467875 cmdq_next </dev/pts/0>: empty
1736458893.467878 /dev/pts/0: redraw window status borders overlay panes
1736458893.467881 /dev/pts/0: redraw deferred (142 left)
1736458893.467883 redraw timer started
1736458893.467886 server_client_reset_state: client /dev/pts/0 mode CURSOR,WRAP
1736458893.467889 server_client_reset_state: cursor to 0,0
1736458893.467891 /dev/pts/0: \033[1;1H
1736458893.467894 /dev/pts/0: current mode CURSOR
1736458893.467897 /dev/pts/0: setting mode CURSOR,WRAP
1736458893.467899 server_client_check_pane_buffer: pane %0 is on
1736458893.467902 @0 active pane not changed
1736458893.467935 /dev/pts/0: wrote 148 bytes (of 148)
1736458893.467940 redraw timer fired
1736458893.467942 cmdq_next <global>: empty
1736458893.467945 cmdq_next </dev/pts/0>: empty
1736458893.467947 /dev/pts/0: redraw window status borders overlay panes
1736458893.467950 /dev/pts/0: redraw needed
1736458893.467952 status_redraw enter
1736458893.467955 format_defaults: c=/dev/pts/0
1736458893.467957 format_defaults: s=none
1736458893.467959 format_defaults: wl=none
1736458893.467962 format_defaults: wp=none
1736458893.467965 screen_write_start: size 204x1, no pane
1736458893.467968 screen_write_cursormove: from 0,0 to 0,0
1736458893.468024 format_expand1: expanding format: #[align=left range=left #{E:status-left-style}]#[push-default]#{T;=/#{status-left-length}:status-left}#[pop-default]#[norange default]#[list=on align=#{status-justify}]#[list=left-marker]<#[list=right-marker]>#[list=on]#{W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}}#[nolist align=right range=right #{E:status-right-style}]#[push-default]#{T;=/#{status-right-length}:status-right}#[pop-default]#[norange default]
1736458893.468036 format_expand1: found #*1[
1736458893.468039 format_expand1: found #{}: E:status-left-style
1736458893.468042 format_replace: modifier 0 is E
1736458893.468048 format_replace: format 'status-left-style' found: default
1736458893.468051 format_expand1: expanding format: default
1736458893.468053 format_expand1: result is: default
1736458893.468056 format_replace: replaced 'E:status-left-style' with 'default'
1736458893.468059 format_expand1: found #*1[
1736458893.468062 format_expand1: found #{}: T;=/#{status-left-length}:status-left
1736458893.468065 format_expand1: expanding format: #{status-left-length}
1736458893.468068 format_expand1: found #{}: status-left-length
1736458893.468072 format_replace: format 'status-left-length' found: 10
1736458893.468075 format_replace: replaced 'status-left-length' with '10'
1736458893.468077 format_expand1: result is: 10
1736458893.468080 format_replace: modifier 0 is T
1736458893.468083 format_replace: modifier 1 is =
1736458893.468085 format_replace: modifier 1 argument 0: 10
1736458893.468089 format_replace: format 'status-left' found: [#{session_name}] 
1736458893.468092 format_expand1: expanding format: [#{session_name}] 
1736458893.468095 format_expand1: found #{}: session_name
1736458893.468100 format_replace: format 'session_name' found: 0
1736458893.468102 format_replace: replaced 'session_name' with '0'
1736458893.468105 format_expand1: result is: [0] 
1736458893.468108 format_replace: applied length limit 10: [0] 
1736458893.468110 format_replace: replaced 'T;=/#{status-left-length}:status-left' with '[0] '
1736458893.468113 format_expand1: found #*1[
1736458893.468116 format_expand1: found #*1[
1736458893.468119 format_expand1: found #*1[
1736458893.468121 format_expand1: found #{}: status-justify
1736458893.468126 format_replace: format 'status-justify' found: left
1736458893.468129 format_replace: replaced 'status-justify' with 'left'
1736458893.468131 format_expand1: found #*1[
1736458893.468134 format_expand1: found #*1[
1736458893.468136 format_expand1: found #*1[
1736458893.468159 format_expand1: found #{}: W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}
1736458893.468167 format_replace: modifier 0 is W
1736458893.468173 format_loop_windows: window loop: 0 @0
1736458893.468176 format_defaults: c=/dev/pts/0
1736458893.468178 format_defaults: s=$0
1736458893.468180 format_defaults: wl=0
1736458893.468182 format_defaults: wp=none
1736458893.468191 format_expand1: expanding format: #[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}
1736458893.468198 format_expand1: found #*1[
1736458893.468200 format_expand1: found #{}: window_index
1736458893.468206 format_replace: format 'window_index' found: 0
1736458893.468208 format_replace: replaced 'window_index' with '0'
1736458893.468213 format_expand1: found #{}: ?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}
1736458893.468216 format_replace: condition is: #{!=:#{E:window-status-current-style},default}
1736458893.468222 format_expand1: expanding format: #{!=:#{E:window-status-current-style},default}
1736458893.468225 format_expand1: found #{}: !=:#{E:window-status-current-style},default
1736458893.468228 format_replace: modifier 0 is !=
1736458893.468231 format_expand1: expanding format: #{E:window-status-current-style}
